,reviewText,overall,Sentiment,review
1861,Great hard plastic assembly.  The extended hard stems from the earpods are fantastic for holding the cable; I no longer have the sound cutting in/out when I overflex the joint between the cable and the earbud.  The microphone is better on this new design; I can't wash dishes anymore when I'm on a call (folks on the other side can hear the water sound).  These aren't noise isolating (nor should they be); perfect for the commuter.  I don't need to use full volume anymore when making a call on my iPhone 4 with these; I can hear the other party perfectly.  Great for quiet nighttime listening; definitely better range compared to the original white earbuds.,5.0,1,great hard plastic assembly extended hard stems earpods fantastic holding cable longer sound cutting inout overflex joint cable earbud microphone better new design cant wash dishes anymore im call folks side hear water sound arent noise isolating perfect commuter dont need use full volume anymore making call iphone hear party perfectly great quiet nighttime listening definitely better range compared original white earbuds
1862,"My old earbuds wore out, so I needed to replace them. I started with another, more expensive brand and the comfort and quality did not measure up to the less-expensive apple earbuds. Glad to have them.",4.0,1,old earbuds wore needed replace started another expensive brand comfort quality measure lessexpensive apple earbuds glad
1863,Bought this for a friend; although the sound quality is ok - they keep falling out of his ears.  Very irritating!,2.0,0,bought friend although sound quality ok keep falling ears irritating
1864,I love the headphones. they work great especially when i'm jogging. love the design of it. i would recommend it.,5.0,1,love headphones work great especially im jogging love design would recommend
1865,"The sound quality of the EarPods is excellent. The only reason I didn't give it a five-star rating is that they are still slightly too big for my ears. I'm not sure if everyone else's ears are bigger than mine and that's why all apple ear buds hurt my ears, but these are no exception. However, they are slightly better than the Apple ear buds that came with my iPod.",4.0,1,sound quality earpods excellent reason didnt give fivestar rating still slightly big ears im sure everyone elses ears bigger mine thats apple ear buds hurt ears exception however slightly better apple ear buds came ipod
1866,I love my new headphones. The best I ever had!!! I would recommend these to anyone because the seem to be more durable the previous ones.,5.0,1,love new headphones best ever would recommend anyone seem durable previous ones
1867,i could not believe the bass response that comes out of these tiny earbuds! they sound as good as my $147 dollar bose headphones. butthey still fall out of my ear,5.0,1,could believe bass response comes tiny earbuds sound good dollar bose headphones butthey still fall ear
1868,"Do they live up to apple's hype? No.  Are they much, much better than the old white ear buds that came standard with apple products? Yes.",4.0,1,live apples hype much much better old white ear buds came standard apple products yes
1869,"Crap. If they went thru the trouble to revise/enhance their product you would think they would have tested it.Fell out of my ears after 5 minutes running. Apple ear pods are awful. The only earbuds I have found that are fantastic [and trust me I have tried every single brand out there] are bose. The have buds with a soft piece that slips against your ear and stays putting running mile after mile. Even in cold weather they do not get stiff and fall out like apples horrible, hard plastic models.",1.0,0,crap went thru trouble reviseenhance product would think would tested itfell ears minutes running apple ear pods awful earbuds found fantastic bose buds soft piece slips ear stays putting running mile mile even cold weather get stiff fall like apples horrible hard plastic models
1870,"These are great headphones -- much better than the previous iteration of Apple earbuds, for which the rubber always fell off.  These fit much better in my ear and (so far) are much more durable.  They're a bit pricier than I'd like, but I'll likely keep them for a few years at least, so it was worth it.",4.0,1,great headphones much better previous iteration apple earbuds rubber always fell fit much better ear far much durable theyre bit pricier id like ill likely keep years least worth
1871,"Different people have various ear shapes and sizes. Therefore, these headphones will not work for everyone. Nevertheless, I have owned everything from $20 phones up to $200 ear buds and these are fantastic upper tier phones. Although the in-ear bud style will result in greater noise reduction and low frequency response, I dislike them for exercising and my ears become soar after an hour or so of use. These phones are comfortable, well constructed, and produce a wide frequency response with high quality sound reproduction. That said, if you are used to over-ear or on-ear phones, these and 95% of other phones do not even come close. Bottom line, worth every penny and a great bonus if you have the iPhone 5.",5.0,1,different people various ear shapes sizes therefore headphones work everyone nevertheless owned everything phones ear buds fantastic upper tier phones although inear bud style result greater noise reduction low frequency response dislike exercising ears become soar hour use phones comfortable well constructed produce wide frequency response high quality sound reproduction said used overear onear phones phones even come close bottom line worth every penny great bonus iphone
1872,"These are such an improvement over Apple's standard-issue, low endearphones!  The market is formidable in this price $29 range.  We'd neverbuy the old ones; and had them simply because they came 'bundled'.These however are rich and full sounding.  We like substantial bass!Better to listen to Dr. Didg with !Clearly 5 stars ......",5.0,1,improvement apples standardissue low endearphones market formidable price range wed neverbuy old ones simply came bundledthese however rich full sounding like substantial bassbetter listen dr didg clearly stars
1873,"This set of ear phones are a perfect fit for my ears, I have tried so many that would not saddle in right I had to throw them away.",5.0,1,set ear phones perfect fit ears tried many would saddle right throw away
1874,"I bought this mainly for the mic and remote, so I can use with my phone. However wearing this for more than 30 minutes causes severe pain.",2.0,0,bought mainly mic remote use phone however wearing minutes causes severe pain
1875,Fake earphones (bought from WhiteRock). I used originals for more than 1.5years and I can tell by the look and feel these are complete fake. The wire is thinner and volume control is much stiffer and they were used to top that!! They were dirty when I opened the box. Also din have any manual etc... the box had a fake tape holding it together...,1.0,0,fake earphones bought whiterock used originals tell look feel complete fake wire thinner volume control much stiffer used top dirty opened box also din manual etc box fake tape holding together
1876,"Comfortable, and fits in the ear nicely. The sounds aren't great, but this product is every bit worth its price.",4.0,1,comfortable fits ear nicely sounds arent great product every bit worth price
1877,I love how easy it is to change/ff/advance songs with the clicker.  The sound is amazing too!  I'm glad I bought them.,5.0,1,love easy changeffadvance songs clicker sound amazing im glad bought
1878,Thank you so much for sending me my headphones! They're my life! &#128557; I really loved that you add your personal touch when I received them! :)  that was a very nice gesture! - Priscilla Corona,5.0,1,thank much sending headphones theyre life really loved add personal touch received nice gesture priscilla corona
1879,"This product is better than the old version, but I thought that it would be even better. I am not impressed.",4.0,1,product better old version thought would even better impressed
1880,Of all the Apple things I have; these earbuds are the least like thing. They are NOT comfortable in MY ears--period. But they'll do in a pinch. So in all honesty I couldn't actually recommend them to anyone. Just being totally honest here----,2.0,0,apple things earbuds least like thing comfortable earsperiod theyll pinch honesty couldnt actually recommend anyone totally honest
1881,"These are great, but let in a lot of ambient sound. Cheap and great, though.Do I really have to write more?",5.0,1,great let lot ambient sound cheap great thoughdo really write
1882,"I purchased these primarily for doing classroom observations using speech to text on the iPad. This saves typing or taking notes by hand and they retyping.  I can speak in a low whisper while keeping the microphone close and Siri does a decent job of capturing my speech.  I am going to try the mic in various environments and report back.As for listening to music, I've tried jazz (Leon Redbone), folk (Leonard Cohen/Adele), rock (Yngwie Malmsteen), Ella Fitzgerad, Rhonda Vincent, Daft Punk Technologic, and DJ Tiesto.  The high end is bright, low end is full (and maybe a little heavy) and the mid-rang/vocal range is clear.  For an on the go set of headphones they feel good in the ears and let in just the right amount of ambient sound. I don't find displeasure in listening to any music genres with them except possibly super bass heavy techno.",5.0,1,purchased primarily classroom observations using speech text ipad saves typing taking notes hand retyping speak low whisper keeping microphone close siri decent job capturing speech going try mic various environments report backas listening music ive tried jazz leon redbone folk leonard cohenadele rock yngwie malmsteen ella fitzgerad rhonda vincent daft punk technologic dj tiesto high end bright low end full maybe little heavy midrangvocal range clear go set headphones feel good ears let right amount ambient sound dont find displeasure listening music genres except possibly super bass heavy techno
1883,Paid $30 for these and hoped for awesomeness but didn't get that much noticeable sound improvement.  Definitely better bass but I think you have to crank it up to appreciate it.,3.0,0,paid hoped awesomeness didnt get much noticeable sound improvement definitely better bass think crank appreciate
1884,"These odd-shaped ear pods may not work for some, but my daughter finds them comfortable to use which was her specific complaint about the older style ear buds that came with her iPod.  Sturdy construction and comfort makes them worth the price.",5.0,1,oddshaped ear pods may work daughter finds comfortable use specific complaint older style ear buds came ipod sturdy construction comfort makes worth price
1885,i love the sound of this earphone! the earpods looks original. so i hope it so.! hehe~  and hope it wont brokes easily!,4.0,1,love sound earphone earpods looks original hope hehe hope wont brokes easily
1886,"So being a teenager, I take my headphones everywhere. I have had these headphones for about a week now, and they have been fine, not the best and it shows because sometimes when I am playing music it makes it sound like it is coming from a distance. I also accidentally banged it against my desk while trying to untangle it, and the piece of the headphone that gives it that unique apple shape just fell out, but luckily, I was able to just snap it back on. They honestly aren't the greatest headphones, but are easy to back and carry around, so I do recommend buying them if you are on a budget, but if you can get the real deal, get it. You basically get what you paid for. You pay about 7 bucks, you get quality worth 7 bucks.",3.0,0,teenager take headphones everywhere headphones week fine best shows sometimes playing music makes sound like coming distance also accidentally banged desk trying untangle piece headphone gives unique apple shape fell luckily able snap back honestly arent greatest headphones easy back carry around recommend buying budget get real deal get basically get paid pay bucks get quality worth bucks
1887,"These headphones are really cool. But I actually bought these for my third generation ipod shuffle. A little shocked that i couldn't control the volume on my ipod with these headphones. But they work fine on my phone, so i am keeping them.",5.0,1,headphones really cool actually bought third generation ipod shuffle little shocked couldnt control volume ipod headphones work fine phone keeping
1888,Once again they have stopped working. Same problem as before one side just quits working. Only 2 months after replacing the first pair after a month..,1.0,0,stopped working problem one side quits working months replacing first pair month
1889,Great sound. Good value. Ok for walking but will fall out when jogging. Ok for use while doing housework etc,3.0,0,great sound good value ok walking fall jogging ok use housework etc
1890,"This earphone breaks the second time I used it when I tried to pull it out from the laptop. I had a apple earphone before, it never happens like this.",1.0,0,earphone breaks second time used tried pull laptop apple earphone never happens like
1891,"Sound quality is absolutely amazing for buds that just sit in your ear and don't actually dig into your ear canal and blast sound directly into your skull. IEMs feel really invasive for my ears, that's why I like Apple's buds because they are very comfortable while providing decent to good quality.Unfortunately the earpods do NOT stay in your ears, it's like they're coated in Crisco. They are actually WORSE than the last generation earbuds because the pods do not have any rubber grips on them: it's all glossy plastic. These are really good if you listen to music while sitting and not moving much. If you're walking, they will slip out so easily. If you jog, forget about it: it'd be easier to run at full speed while balancing a glass of water on your head than it is to keep these things in your ears.",2.0,0,sound quality absolutely amazing buds sit ear dont actually dig ear canal blast sound directly skull iems feel really invasive ears thats like apples buds comfortable providing decent good qualityunfortunately earpods stay ears like theyre coated crisco actually worse last generation earbuds pods rubber grips glossy plastic really good listen music sitting moving much youre walking slip easily jog forget itd easier run full speed balancing glass water head keep things ears
1892,"It seems no matter how much money I spend, or what brand I buy, I cannot keep earbuds for more than six months. I decided to buy these apple ones after my previous two choices only lasted for three months. However, the plug bent within a week and the sound quality wasn't that great. The worst part of them is that they aren't that comfortable. I longed for the soft silicon tips of my other earbuds.I decided to replace these with a bulk order of cheap OEM earbuds (they kind you would get in the box with a phone) and it turns out I liked them much better. My cheap OEM pair is coming up on six months now, and it is starting to fall apart. However, for the price of these I have another five pairs ready to go.",1.0,0,seems matter much money spend brand buy keep earbuds six months decided buy apple ones previous two choices lasted three months however plug bent within week sound quality wasnt great worst part arent comfortable longed soft silicon tips earbudsi decided replace bulk order cheap oem earbuds kind would get box phone turns liked much better cheap oem pair coming six months starting fall apart however price another five pairs ready go
1893,"The reason why I have chosen this rating is because of the fact that the cord near the input is starting to unwind itself. I have been taking care of it extremely well however, it still results in it unwinding. Also, after wearing the headphones for a certain amount of time, the headphones themselves begin to feel uncomfortable and ache my ears.",2.0,0,reason chosen rating fact cord near input starting unwind taking care extremely well however still results unwinding also wearing headphones certain amount time headphones begin feel uncomfortable ache ears
1894,I'm not about 2 sit here & white a long review but If anything I am a apple fan anyway but dis item is very great the quality good & the comforble fit & if u want earphones ear pods is wat u want if u want headphones beats is the best jus sayin I love apple product but earphones never been dis great so buy it it will not fail u & they last a long time cuz I had mines like six months now so I'm jus lettin u know ur money will not be wasted,5.0,1,im sit white long review anything apple fan anyway dis item great quality good comforble fit u want earphones ear pods wat u want u want headphones beats best jus sayin love apple product earphones never dis great buy fail u last long time cuz mines like six months im jus lettin u know ur money wasted
1895,i love it. it works well. it is brand new. i am using it every single day for music and movie,5.0,1,love works well brand new using every single day music movie
1896,Tried it on my Samsung Galaxy S3 and it works beautifully. im happy to report that The mic didnt pose any problems :),5.0,1,tried samsung galaxy works beautifully im happy report mic didnt pose problems
1897,"Knockoffs, but did the job and worked as advertised.",4.0,1,knockoffs job worked advertised
1898,"If you found the previous generation of earbuds painful, or that they didn't stay in your ears without a lot of work, there's not much different here. They still hurt. They still fall out. They sound ""better,"" but not terribly much. There is a low end now, perhaps too much of one, and it's muddy. Like Beats headphones, if you listen to R&B; and other music where big, boomy bass is what you want, you won't notice the issue. If you tend to listen to rock, you'll find the bass sounds sloppy and can't keep up with the speed of the song -- the driver is just too large to pump out quick, short notes. And while another reviewer suggested using Bass Reducer in the EQ settings, this is to the individual -- for me, the EQ settings are so hidden it's a royal pain to adjust them every time I swap between headphones/car stereo, and beyond that, if headphones are so poorly balanced that I need to do such a thing, I shouldn't be wearing them. Your Mileage May Vary.The good news: They don't create a seal in the ear, so pedestrians wearing them can still hear things like car horns and busses while crossing the street.The bad news: They don't create a seal in the ear, so those of us riding the buses still have to listen to the sound that leaks from your headphones.I admit that working at Big Box Retailer Central and having an employee discount on headphones has me completely lost as to what retail price is for most pairs, so whether it's possible to find better ones with the remote and microphone for $30, I don't know. If you discount the remote/microphone factor, it's not difficult to find pairs better-balanced and more comfortable.",4.0,1,found previous generation earbuds painful didnt stay ears without lot work theres much different still hurt still fall sound better terribly much low end perhaps much one muddy like beats headphones listen rb music big boomy bass want wont notice issue tend listen rock youll find bass sounds sloppy cant keep speed song driver large pump quick short notes another reviewer suggested using bass reducer eq settings individual eq settings hidden royal pain adjust every time swap headphonescar stereo beyond headphones poorly balanced need thing shouldnt wearing mileage may varythe good news dont create seal ear pedestrians wearing still hear things like car horns busses crossing streetthe bad news dont create seal ear us riding buses still listen sound leaks headphonesi admit working big box retailer central employee discount headphones completely lost retail price pairs whether possible find better ones remote microphone dont know discount remotemicrophone factor difficult find pairs betterbalanced comfortable
1899,"I had these ear buds for about 2 months, and then the left side stopped working. I tried wriggling the jack around in the port, but it didn't work. Luckily the mic and right ear still work, so I am able to use it for talking on the phone in the car. But as for being able to listen to music in both ears, that is out of the question. DON'T WASTE YOUR MONEY!",2.0,0,ear buds months left side stopped working tried wriggling jack around port didnt work luckily mic right ear still work able use talking phone car able listen music ears question dont waste money
1900,"I returned these almost immediately. The earpod shape was not a good fit for me, and the sound quality was only so-so. These HURT my ears and I could only wear them for a few minutes before I had to take them out. I ended up getting a pair of Monoprice in-ear headphones with a variety of ends for a better fit.",1.0,0,returned almost immediately earpod shape good fit sound quality soso hurt ears could wear minutes take ended getting pair monoprice inear headphones variety ends better fit
1901,These really do fit better in your ear as the commericals claim. Plus they look good and work well. I havent had any problems and would recommend them to anyone that has apple devices.,5.0,1,really fit better ear commericals claim plus look good work well havent problems would recommend anyone apple devices
1902,"Love these. Music quality is very good. Volume isn't too high, but it's high enough. The mic works very well and I love the volume/pause-play control. My only problem is that they are kind of large in your ears. But other than that they are my favorite headphones so far definitely better than the previous apple headphones.",5.0,1,love music quality good volume isnt high high enough mic works well love volumepauseplay control problem kind large ears favorite headphones far definitely better previous apple headphones
1903,"I purchased these after the original earbuds that came with my iPod 4th generation quit working on one side, and then two other sets of earbuds that we had around the house also quit working. I figured it was time to invest in a good pair and I had an amazon gift card to spend anyway. I use these mostly when I'm running and when I'm cleaning around the house. The convenience of the volume control on the cord is just splendid. I don't have to dig my iPod out of the fanny pack  or my pocket when I want to skip a song or change the volume. They never fall out of my ears while running, and the sound is very good while still allowing me to hear ambient sounds. Overall, I find them to be very good and would recommend them.",5.0,1,purchased original earbuds came ipod generation quit working one side two sets earbuds around house also quit working figured time invest good pair amazon gift card spend anyway use mostly im running im cleaning around house convenience volume control cord splendid dont dig ipod fanny pack pocket want skip song change volume never fall ears running sound good still allowing hear ambient sounds overall find good would recommend
1904,i'm completely amaze with the sound quality and comfort of these headphones the best headphones ever made by apple :D,5.0,1,im completely amaze sound quality comfort headphones best headphones ever made apple
1905,a w e s o m e  a w e s o m e  a w e s o m e  a w e s o m e  a w e s o m e  a w e s o m e  a w e s o m e  AWESOME!!!,5.0,1,w e e w e e w e e w e e w e e w e e w e e awesome
1906,"After reading the reviews from people who used it with S3, I bought these feeling certain that the mic would work with my Samsung Galaxy S3 (AT&T;). The mic did not work with my phone. I got a replacement but it still did not work. The earphones that came with S3 work with the phone, my Bose MIE2i also work with the phone, only the earpods dont work (mic).About the sound quality: Yes, they are better than the previous version by apple. The base response is much richer. But don't expect it to be anywhere near Bose MIE2i or Shure.Comfort: Yes, they are very comfortable to wear. They are one of the most comfortable earphones I've ever used. That being said, the older version by apple were just as comfortable, provided the rubber rim remained intact.",3.0,0,reading reviews people used bought feeling certain mic would work samsung galaxy att mic work phone got replacement still work earphones came work phone bose also work phone earpods dont work micabout sound quality yes better previous version apple base response much richer dont expect anywhere near bose shurecomfort yes comfortable wear one comfortable earphones ive ever used said older version apple comfortable provided rubber rim remained intact
1907,"I purchased these at my local AppleStore, hoping they would fit better than the old Ear Buds.You see, for some reason, earbuds of any type have never fit well in my ears. No matter what position I put them in, they still fell out after a few minutes or so.So when these revolutionary new &#34;pods&#34; came out, I figured they had to work. But I figured wrong, yet again. I must have very small ear canals, because these wouldn't even fit into my ears partway. I looked at pictures and diagrams to see just how, exactly, I was supposed to insert them, but I discovered only that I was, indeed, doing it right... They just wouldn't fit.Back when Apple used to supply the little foam covers for their ear buds, I would use them until they wore out because they were the only way I could fit the buds in my ears and be assured that they would stay in. I'd find replacement covers wherever I could find them to keep them nestled safely in my ears.So I tried using a pair of those foam covers, and after struggling to get them on the pods, I tried them out.  They still don't fit so well, but at least they don't slip out. And yes, they sound marvelous.So my rating reflects mainly the fact that, although they initially marketed them to fit &#34;every ear,&#34; it simply is not true. I give them two stars because they do sound very nice.",2.0,0,purchased local applestore hoping would fit better old ear budsyou see reason earbuds type never fit well ears matter position put still fell minutes soso revolutionary new came figured work figured wrong yet must small ear canals wouldnt even fit ears partway looked pictures diagrams see exactly supposed insert discovered indeed right wouldnt fitback apple used supply little foam covers ear buds would use wore way could fit buds ears assured would stay id find replacement covers wherever could find keep nestled safely earsso tried using pair foam covers struggling get pods tried still dont fit well least dont slip yes sound marvelousso rating reflects mainly fact although initially marketed fit simply true give two stars sound nice
1908,"This is my second set, my first ones being purchased at the Apple store.  These are identical - the only thing wrong with them was the adjustment slide was broken, but that was no big deal.  For the difference in price it is a no brainer.  Will probably purchase more in future.",4.0,1,second set first ones purchased apple store identical thing wrong adjustment slide broken big deal difference price brainer probably purchase future
1909,Well you would think so but Apple surely got the wrong answer on this one! I suggest you to invest in something else!,1.0,0,well would think apple surely got wrong answer one suggest invest something else
1910,"Great sound with much more low end than the original apple headphones, and the case it comes in works as a handy travel case instead of simply being disposable.",5.0,1,great sound much low end original apple headphones case comes works handy travel case instead simply disposable
1911,"I got the headfones broken little bit, audio and headfones r good. i contacted the seller, he send me new head fones which are same like iphone 5.. i really apprecitate it and thanks for the wonderful stuff for less price.",5.0,1,got headfones broken little bit audio headfones r good contacted seller send new head fones like iphone really apprecitate thanks wonderful stuff less price
1912,"I compared this to my Beats earphones and I must say the sound is cleaner, clearer and the bass is still well defined. Its has the base of an in-ear ear-bud but is more comfortable. They do tend to back-out of my ears but I haven't had one fall out completely.",5.0,1,compared beats earphones must say sound cleaner clearer bass still well defined base inear earbud comfortable tend backout ears havent one fall completely
1913,I got this as a gift accessory along with an Ipad purchased separately for my father. He has used it a few times so far. So far he is happy with the sound and the mic controls but the earpods keep falling off regularly. He is not complaining about that too much though. Will update the review if I hear more about this.,4.0,1,got gift accessory along ipad purchased separately father used times far far happy sound mic controls earpods keep falling regularly complaining much though update review hear
1914,"Great headphones, finding decent bass, drums sound great.Only complaint is that in this order, since opening, the volume up button and skip buttons are a little messed up, I have to press really hard on the up compared to my down. And the skip/previous/pause buttons are inconsistent in this pair. The ones that came with my iPhone 5 worked really easily, I guess I got a defective product, but it's okay, I tend to use the iPhone buttons anyways.",5.0,1,great headphones finding decent bass drums sound greatonly complaint order since opening volume button skip buttons little messed press really hard compared skippreviouspause buttons inconsistent pair ones came iphone worked really easily guess got defective product okay tend use iphone buttons anyways
1915,These ear buds are pretty pricey but they're totally worth the money. They have an AMAZING sound and quality to them.  They have gone through the washer and dryer and still work good as new.,5.0,1,ear buds pretty pricey theyre totally worth money amazing sound quality gone washer dryer still work good new
1916,"This earpods are a lot better that a was expecting, if i knew probably will have bought two instead of one.",5.0,1,earpods lot better expecting knew probably bought two instead one
1917,I bought this item a couple of weeks ago and I have been using it all times...they are convenient and easy to use. Highly recommend.,5.0,1,bought item couple weeks ago using timesthey convenient easy use highly recommend
1918,"I bought this about a month ago and one of the pods has stopped working already. It looks and feels like a genuine Apple product but in quality, not so much. For a comparison, I bought  genuine Apple earphones from a retail store for $29.99 and it lasted for two and a half years. So, I guess, you get what you paid for.",1.0,0,bought month ago one pods stopped working already looks feels like genuine apple product quality much comparison bought genuine apple earphones retail store lasted two half years guess get paid
1919,"They sound grreat & work great! They're very comfortable to wear. They arrived very quickly too, as was stated they would when I placed the order. Love them!",5.0,1,sound grreat work great theyre comfortable wear arrived quickly stated would placed order love
1920,"Though pricy for earbuds, these are far more comfortable than the round Apply earbuds.  They're worth the money.  I recommend.",4.0,1,though pricy earbuds far comfortable round apply earbuds theyre worth money recommend
1921,I already have one but I bought one for my friend as a gift since she asked it and i know she likes it too. :),5.0,1,already one bought one friend gift since asked know likes
1922,"Every time I use them I end up having earaches. They don't fit very well (they don't stay in my ears). Even though I didn't like the old Apple's earphones, but I definitely rather using them than using these.",1.0,0,every time use end earaches dont fit well dont stay ears even though didnt like old apples earphones definitely rather using using
1923,"For the sound quality, price and brand it's hard to beat the price, but I have trouble keeping them in my ears. In fact my brother has the same problem. Maybe we have odd shaped ears? Nonetheless, they still work great for casual use.",4.0,1,sound quality price brand hard beat price trouble keeping ears fact brother problem maybe odd shaped ears nonetheless still work great casual use
1924,"The Mic Doesn't Work And, They Aren't Original Don't Buy Them They Suck",1.0,0,mic doesnt work arent original dont buy suck
1925,Exactly what I expected! I couldn't be happier with my purchase.  The quality is much better than the previous models.  And they fit my ear perfectly.,5.0,1,exactly expected couldnt happier purchase quality much better previous models fit ear perfectly
1926,"when i saw these from apple i thought. hey why not? cant be any worse than my old pair. and i was right. while they do tend to fall out every once in a while if you dont get them in just right, the sound quality is on par with a $50 pair i bought from wal-mart a while back. i also enjoy the fact that the control buttons can not only pause and play but skip (back and forth), fast forward, rewind, and answer my calls! nice going apple.",5.0,1,saw apple thought hey cant worse old pair right tend fall every dont get right sound quality par pair bought walmart back also enjoy fact control buttons pause play skip back forth fast forward rewind answer calls nice going apple
1927,Good...Stuff..Looks legit. Haven't opened it yet. Might update soon. It's a birthday present for my sister. expext an update,5.0,1,goodstufflooks legit havent opened yet might update soon birthday present sister expext update
1928,"when they came, they had someone's ear wax on them. also, the wire was showing. bad quality dont buy it",1.0,0,came someones ear wax also wire showing bad quality dont buy
1929,I have really enjoyed these earbuds but the only problem is that because of the shape I am unable to switch ears.  I am afraid that I going to damage my right eardrum and ear canal.,4.0,1,really enjoyed earbuds problem shape unable switch ears afraid going damage right eardrum ear canal
1930,I love the knew ear pod design.  I'm not sure these were apple but they worked great.  I wear all day and night and I have to replace them about every 3 or 4 months.  With most earbuds I only get a week or two of wear.,4.0,1,love knew ear pod design im sure apple worked great wear day night replace every months earbuds get week two wear
1931,The new earpods do fit better in the ears.  I don't have to force and wedge them into my ears like the old ones and those would still fall out if I moved a little.  The earpods sound is richer and you can hear the bass a lot better.  They are worth the $29.00.,4.0,1,new earpods fit better ears dont force wedge ears like old ones would still fall moved little earpods sound richer hear bass lot better worth
1932,"I'm reviewing the ones that came with my brand new iPhone 5 (so they're genuine). I'm an audio enthusiast, and I've tried many headphones/earphones but I must say that I am surprised that they were able to get this much bass out of an earbud design (where it doesn't form a seal in your ear canal). The benefit of this is that it doesn't block as much background noise so that you can still hear your surroundings depending on how loud you have your music but the downside is that low/deep bass is pretty much absent. I greatly value bass, so this is unacceptable to me but for what they are (""free"" item that comes with your phone), they're great.I recommend auditioning the Ultimate Ears 500 earphones. I purchased over 10 pairs of earphones/headphones including the Klipsch IMAGE S4, Ultimate Ears 600vi, Beyerdynamic MMX 101 iE, MEElectronics M9-SL, MEElectronics SP51-BK, Sony MDREX310LP, JVC HAFX1X Xtreme-Xplosivs, Sony MDR-XB700, JVC HARX900, Bose Quiet Comfort 15 models before deciding that I had hit the jackpot with the UE500s. The treble sparkles with clarity and the bass is deeper than anything I've ever experienced. They're pretty much close to perfect as far as I'm concerned.Logitech Ultimate Ears 500 Noise-Isolating Earphones - Dark Silver",4.0,1,im reviewing ones came brand new iphone theyre genuine im audio enthusiast ive tried many headphonesearphones must say surprised able get much bass earbud design doesnt form seal ear canal benefit doesnt block much background noise still hear surroundings depending loud music downside lowdeep bass pretty much absent greatly value bass unacceptable free item comes phone theyre greati recommend auditioning ultimate ears earphones purchased pairs earphonesheadphones including klipsch image ultimate ears beyerdynamic mmx ie meelectronics meelectronics sony jvc xtremexplosivs sony jvc bose quiet comfort models deciding hit jackpot treble sparkles clarity bass deeper anything ive ever experienced theyre pretty much close perfect far im concernedlogitech ultimate ears noiseisolating earphones dark silver
1933,"As a new owner of the EarPods, I have to say I was very pleasantly surprised by what Apple accomplished with a earbud headphone.It's VASTLY better than the old Apple earbuds, that's to be sure--bass and midrange is surprisingly good, and efficiency is not bad--it only needs a tad more volume level to equal the volume levels I get with my Klipsch Image S4i in-ear headphones.Best of all, the price is reasonable: US$29, not much more than the ""cheap"" in-ear headphones you see at many places. And it has the in-line controller that works with recent-production iPods, all models of the iPhone, and all models of the iPad.In short, Apple has a major winner on its hands.",5.0,1,new owner earpods say pleasantly surprised apple accomplished earbud headphoneits vastly better old apple earbuds thats surebass midrange surprisingly good efficiency badit needs tad volume level equal volume levels get klipsch image inear headphonesbest price reasonable much cheap inear headphones see many places inline controller works recentproduction ipods models iphone models ipadin short apple major winner hands
1934,"I was given a used First Generation Touch IPod I very happy with it but can not use all the benefits of the EarPods. Other than that I very happy and satisfied with the delivery. The EarPods are in excellent condition and I received exactly what I ordered, and the EarPods arrived exactly when they were promised to be delivered. More or Less I'm completely Happy.",4.0,1,given used first generation touch ipod happy use benefits earpods happy satisfied delivery earpods excellent condition received exactly ordered earpods arrived exactly promised delivered less im completely happy
1935,"Much better than the old Apple earbuds with a nicer more comfortable fit. But after more than an hour in your ear, there's some discomfort.",4.0,1,much better old apple earbuds nicer comfortable fit hour ear theres discomfort
1936,This product cam bran new and its performance is amazing. I'll give it full stars. I suggest it for everyone,5.0,1,product cam bran new performance amazing ill give full stars suggest everyone
1937,"Got to my house in 48 hours or less. The product looks good, just like the photo. Havent used it yet because its a gift. Hopefully the product is as good as the promptness of its arrival.",5.0,1,got house hours less product looks good like photo havent used yet gift hopefully product good promptness arrival
1938,The sound is great so long as you get a good seal with the duct tape that you need to hold them in your ears.  Didn't think my ears were that unusual... Now I'm all self conscious about my ears.  Maybe I should get more colorful duct tape.,1.0,0,sound great long get good seal duct tape need hold ears didnt think ears unusual im self conscious ears maybe get colorful duct tape
1939,"I was looking for some headphones that wouldn't hurt the inside my ears, would stay in and had a mic. These headphones deliver exactly that. They fit inside my ears shockingly well, and they stay in there. The sound quality produced by them is also good, but of course outside noise won't be blocked that well.One thing to mention is that the remote doesn't work with Windows phones.Would recommend",4.0,1,looking headphones wouldnt hurt inside ears would stay mic headphones deliver exactly fit inside ears shockingly well stay sound quality produced also good course outside noise wont blocked wellone thing mention remote doesnt work windows phoneswould recommend
1940,When I saw new design of headphones I had my doubts.  Previous versions always hurt my ears after a while.  These headphones/earbuds fit great and they sound better than all of my aftermarket headphones.  What took so long!  The sound quality is great and the ability to change volume and forward songs is great too!,5.0,1,saw new design headphones doubts previous versions always hurt ears headphonesearbuds fit great sound better aftermarket headphones took long sound quality great ability change volume forward songs great
1941,"perfect fit in my small ears, they stay in!love the sound, you can hear all background music very clear",5.0,1,perfect fit small ears stay inlove sound hear background music clear
1942,"So far, so good.  The sound quality is great.  My last Apple earpods only lasted for about a year before one side went out.  I hope I get a longer life with these.  Would have been 5 stars, but the price is too high for headphones.",4.0,1,far good sound quality great last apple earpods lasted year one side went hope get longer life would stars price high headphones
1943,"bought these for my son, he loves them, does not complain so i know they work fine. Price was not bad either which is a double plus.",5.0,1,bought son loves complain know work fine price bad either double plus
